,index,C,Mn,Si,Cr,Ni,Mo,V,Co,Al,W,Cu,Nb,Ti,B,N,P,S,Ms (K),Payson_Savage,Andrews_2,Capdevila,pre_1,index_clean,pre_3,predicted_3
955,1048,0.13,0.55,0.19,10.2,0.62,1.51,0.21,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,591.0,399.77999999999986,763.3544499999999,607.9148,546.7607940491441,0,546.7607940491441,636.491185374196
956,1049,0.12,0.55,0.68,2.05,0.0,0.5,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.01,678.0,645.6429999999999,738.5662,684.153,694.985601237472,0,694.985601237472,703.164587728145
957,1050,0.46,0.5,0.22,1.0,0.22,0.21,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.015,0.014,563.0,573.471,584.4331999999999,591.528,564.2840995932027,0,564.2840995932027,565.6595416216769
958,1051,0.11,0.44,0.37,12.18,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0,377.1779999999999,823.9106200000001,601.0269999999999,558.5832171589107,0,558.5832171589107,604.7197665326329
959,1052,0.12,0.65,0.26,1.16,0.01,1.02,0.26,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.007,0.015,738.0,665.7779999999999,726.46888,695.96,737.5769566402311,0,737.5769566402311,736.5505357981219
960,1053,0.38,1.63,0.3,0.02,0.01,0.12,0.07,0.0,0.021,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,638.0,592.0399999999998,598.5349399999999,594.8149999999998,632.8476704072223,0,632.8476704072223,627.6055501450096
961,1054,0.004,0.0,0.0,0.0,31.3,0.0,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.15,248.07319999999993,254.37147200000004,292.31559999999996,328.9454432949023,0,328.9454432949023,262.60098637694534
962,1055,0.1,1.48,0.36,0.0,0.0,0.0,0.02,0.0,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738.0,687.1,731.438,683.432,760.9945775896097,0,760.9945775896097,761.3084742664797
963,1056,0.4,1.38,1.5,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.018,591.0,573.886,591.602,581.1020000000001,589.5724594579233,0,589.5724594579233,590.1561437500319
964,1057,0.37,0.84,0.37,0.74,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.022,621.0,596.67,612.86622,615.7830000000001,619.4652270521966,0,619.4652270521966,619.0254302484959
965,1058,0.099,1.01,0.17,9.3,0.08,1.0,0.2,0.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0539,0.0,0.0,625.0,434.20069999999987,801.689212,619.1736000000001,585.3841669479418,0,585.3841669479418,590.1011259222507
966,1060,0.09,0.45,0.25,0.1,9.0,0.04,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,572.2629999999999,591.65355,569.3770000000001,683.0095469920961,0,683.0095469920961,645.7435204957889
967,1061,0.07,0.5,0.4,13.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.0,364.051,882.1048,602.898,590.2900307739125,0,590.2900307739125,604.0070483284205
968,1062,0.3,0.48,0.25,2.0,2.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.0,564.8409999999999,610.3240000000001,605.0670000000001,600.5512020418723,0,600.5512020418723,615.6216873096596
969,1063,0.32,0.47,0.29,1.21,4.13,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.0,545.8969999999999,570.9854799999999,570.1740000000001,544.593315349808,0,544.593315349808,564.8915284072473
970,1064,0.12,0.7,0.3,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.0,446.10599999999994,780.4008,624.418,640.8303206655844,0,640.8303206655844,612.0282036805149
971,1065,0.2,1.1,0.34,0.011,0.02,0.008,0.009,0.0,0.036,0.0,0.018,0.003,0.002,0.0,0.0,0.0,0.0,651.0,667.5774,687.1022799999998,664.4759000000001,694.6902443445537,0,694.6902443445537,675.0691958817672
972,1066,0.6,0.5,0.024,0.23,1.74,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.2611111,527.1086,532.5501999999998,536.6130000000002,536.7674569268586,0,536.7674569268586,534.8577488908679
973,1067,0.26,0.84,0.28,0.47,0.0,0.45,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644.0,640.567,660.9378800000001,652.6570000000002,666.0634449758854,0,666.0634449758854,661.8630034188559
974,1068,0.19,1.44,0.37,0.1,0.08,0.01,0.17,0.0,0.03,0.0,0.2,0.0,0.0,0.0,0.01,0.0,0.0,669.0,655.591,686.1198999999999,652.8230000000001,669.5732369244366,0,669.5732369244366,671.4319026870454
975,1069,0.0016,0.0,0.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748.15,504.66328,927.3874195200001,678.27584,777.9174667188868,0,777.9174667188868,632.6223787718731
976,1070,0.56,0.67,0.31,0.76,1.53,0.24,0.14,0.0,0.01,0.0,0.06,0.0,0.0,0.0,0.0,0.012,0.022,508.0,519.6029999999998,527.1868399999998,537.4830000000001,509.7108019312984,0,509.7108019312984,512.0821205399674
977,1071,0.38,1.14,1.05,0.23,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.8571428571429,595.693,610.91276,597.0559999999999,612.7839623062682,0,612.7839623062682,610.9960825831164
978,1073,0.49,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.0,0.0,0.0,0.0,0.0,0.0,594.0,598.885,596.3628,582.565,589.55815906405,0,589.55815906405,596.7848567610379
979,1074,0.16,1.4,0.04,0.0,0.0,0.0,0.11,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.0,638.0,674.314,702.2092,672.3639999999999,640.3676390482809,0,640.3676390482809,640.2181724994035
980,1075,0.56,0.32,0.003,1.48,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559.2611111,538.1886999999999,548.1495199999999,567.0885,543.790278701651,0,543.790278701651,533.1278440953156
981,1076,0.42,0.68,0.18,0.81,1.74,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.8166667,559.5989999999999,569.7398800000001,578.2930000000001,570.6264183109422,0,570.6264183109422,567.2282378917711
982,1078,0.68,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0,533.384,543.4168,537.0120000000001,486.580693500054,0,486.580693500054,510.6736371656703
983,1080,0.1,0.4,0.2,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0,644.68,658.04,639.1200000000001,684.8225913043342,0,684.8225913043342,697.4949890023913
984,1081,0.4,1.4,1.51,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.0,576.1059999999999,593.595,579.6970000000001,590.5729597802562,0,590.5729597802562,589.7178975135884
985,1082,0.3,0.51,0.32,0.07,3.03,0.0,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.007,613.0,603.958,606.2639,602.253,605.6937972479304,0,605.6937972479304,604.9044967319411
986,1083,0.4,0.65,0.25,0.75,0.85,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.0,583.1299999999999,594.31,599.4600000000002,589.9227418760911,0,589.9227418760911,587.4126715221196
987,1084,0.36,0.928,0.46,0.684,0.687,0.26,0.07,0.0,0.006,0.06,0.064,0.002,0.001,0.0,0.002,0.016,0.013,613.0,587.9895,605.8403559999999,603.0502000000001,612.9646286169101,0,612.9646286169101,614.8825601387476
988,1085,0.19,1.12,0.38,0.28,0.79,0.27,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.037,0.036,673.0,646.3889999999999,676.38618,640.892,665.6599619640111,0,665.6599619640111,676.6535185746502
990,1087,0.19,1.12,0.38,0.28,0.79,0.27,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,673.0,646.3889999999999,676.38618,640.892,665.820380438747,0,665.820380438747,675.7402544605295
991,1088,0.09,0.59,0.57,2.0,0.0,0.56,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.01,721.0,655.7569999999998,754.8530499999999,694.1910000000001,720.6311125071798,0,720.6311125071798,718.4308403484841
992,1089,0.4,0.8,0.33,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.0,606.2979999999999,608.285,615.791,601.0462175275302,0,601.0462175275302,602.9074356999937
993,1090,0.42,1.15,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.0,598.521,598.6343,599.0180000000001,610.566074281026,0,610.566074281026,604.779173812742
994,1092,1.2,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,329.406,392.726,343.552,373.30800362634807,0,373.30800362634807,389.00962949812873
996,1094,0.33,0.74,0.23,0.07,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.25,580.449,582.67644,580.1379999999999,585.8156984725483,0,585.8156984725483,586.5886920044201
997,1096,0.8,0.0,0.0,4.0,0.0,0.75,2.0,5.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,243.76499999999996,398.185,634.82,475.2401012043702,0,475.2401012043702,484.9312002340858
998,1097,0.12,0.55,0.68,2.05,0.0,0.5,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,645.6429999999999,738.5662,684.153,694.8985125037649,0,694.8985125037649,703.9046099044483
999,1098,0.43,0.8,0.2,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,611.0,592.8139999999999,591.5223,592.5920000000001,607.3524613827949,0,607.3524613827949,606.3353666325387
1000,1099,0.41,0.86,0.3,1.06,0.11,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.15,576.377,593.1638399999999,598.76,592.6554274517091,0,592.6554274517091,597.8898967454077
1001,1100,0.73,0.73,1.62,0.1,0.12,0.0,0.01,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.019,0.012,488.0,493.784,526.53415,492.44500000000005,487.18345839198486,0,487.18345839198486,490.9381155827192
1002,1101,0.004,0.03,0.075,0.0,22.26620485,0.0,0.0,0.0,1.03908956,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,447.0388889,397.10607900499997,407.03403003499994,391.36509949,453.722488674874,0,453.722488674874,440.6612048091185
1003,1102,0.33,0.86,1.62,0.81,1.8,0.4,0.07,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,599.0,563.901,598.86012,578.407,599.9003745864834,0,599.9003745864834,596.279677671735
1004,1103,0.49,0.52,0.17,1.28,1.5,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.5,533.8109999999999,545.75978,561.953,535.550062489514,0,535.550062489514,546.0609196947555
1005,1104,0.34,0.49,0.3,1.16,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.0,540.6669999999999,562.3718600000001,560.268,533.6393516192775,0,533.6393516192775,547.4347090057313
1007,1106,0.31,0.65,0.3,0.12,0.05,0.5,0.03,0.0,0.051,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,699.0,639.1769999999999,644.85673,644.552,691.8684782474429,0,691.8684782474429,689.4474343513724
1009,1108,0.4,0.75,0.35,0.0,4.43,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.0,539.7539999999999,539.978,542.197,507.5659950148654,0,507.5659950148654,509.14929917590496
1010,1109,0.093,1.03,0.16,9.08,0.98,0.98,0.19,0.0,0.0,0.0,0.0,0.043,0.0,0.0,0.0515,0.0,0.0,582.0,426.85390000000007,791.292704,607.4921999999999,555.4219857997463,0,555.4219857997463,567.9687839261006
1011,1110,0.55,0.98,0.22,1.02,0.01,0.0,0.11,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.017,0.013,544.875,534.266,540.3114,554.5569999999998,544.5864274582544,0,544.5864274582544,546.8504927729567
1012,1111,0.24,0.9,0.3,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681.0,660.1889999999999,671.3002,660.238,676.3554483117645,0,676.3554483117645,675.7466491975796
1013,1112,0.4,0.74,0.38,0.75,2.57,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.0,552.7076999999998,565.0145,565.6762000000001,545.8119438956921,0,545.8119438956921,547.2458905543814
1014,1113,0.39,0.7,0.2,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608.0,593.8169999999999,610.0340000000001,612.5210000000001,624.5261105174302,0,624.5261105174302,633.4914891888003
1015,1115,1.03,0.22,0.17,0.07,0.1,0.01,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,440.5,432.9089999999999,526.9644399999999,440.614,436.42731918974226,0,436.42731918974226,436.24922041321383
